id,bbox,result
T330,"[113.7908935546875, 41.28812620433168, 113.79364013671875, 41.29018995588563]",1
T331,"[118.42437744140625, 42.720785962778336, 118.4271240234375, 42.72280375732726]",1
T332,"[102.568359375, 26.93431383339507, 102.57110595703125, 26.936762457231424]",1
T333,"[102.23876953125, 28.246327971048853, 102.24151611328125, 28.248747465587268]",1
T334,"[114.180908203125, 41.13522748056495, 114.18365478515625, 41.13729606112275]",1
T335,"[97.09442138671875, 40.89482963261177, 97.09716796875, 40.89690577586]",1
T336,"[114.21661376953125, 40.212440718286466, 114.2193603515625, 40.21453812929633]",1
T337,"[94.932861328125, 42.0574502202468, 94.93560791015625, 42.05948945192712]",1
T338,"[115.4278564453125, 29.616445727622533, 115.43060302734375, 29.61883344898782]",1
T339,"[108.050537109375, 37.41380035066288, 108.05328369140625, 37.41598184194612]",1
T340,"[122.58819580078125, 42.738943751243774, 122.5909423828125, 42.74096095516848]",1
T341,"[110.51422119140625, 26.143110637100616, 110.5169677734375, 26.145576207592267]",1
T342,"[119.40765380859375, 25.98520595593358, 119.410400390625, 25.987674852384956]",1
T343,"[86.6436767578125, 47.86845909334295, 86.64642333984375, 47.8703015638657]",1
T344,"[91.59027099609375, 43.22519255488631, 91.593017578125, 43.22719386727831]",1
T345,"[122.431640625, 37.40943717748788, 122.43438720703125, 37.411618795843026]",1
T346,"[106.0400390625, 37.538043909071625, 106.04278564453125, 37.54022177661215]",1
T347,"[102.73040771484375, 26.541851470138752, 102.733154296875, 26.544308558627407]",1
T348,"[120.85784912109375, 36.59127365634204, 120.860595703125, 36.59347887826919]",1
T349,"[114.88677978515625, 35.84676087681139, 114.8895263671875, 35.84898718690659]",1
T350,"[119.46258544921875, 25.468073997498145, 119.46533203125, 25.470553654947796]",0
T351,"[112.9449462890625, 34.98725337980077, 112.94769287109375, 34.9895035675793]",1
T352,"[113.5821533203125, 22.902743425252353, 113.58489990234375, 22.905273461757172]",0
T353,"[122.1185302734375, 44.729174340464525, 122.12127685546875, 44.73112559264326]",1
T354,"[86.8798828125, 47.63578359086485, 86.88262939453125, 47.63763431783611]",1
T355,"[96.92413330078125, 40.86991083161536, 96.9268798828125, 40.87198775669741]",1
T356,"[85.9185791015625, 47.51163553497823, 85.92132568359375, 47.51349065484327]",1
T357,"[104.37835693359375, 25.738055028213893, 104.381103515625, 25.740529092773215]",1
T358,"[115.0213623046875, 35.982451357840425, 115.02410888671875, 35.98467385243836]",1
T359,"[123.7664794921875, 45.205263456162385, 123.76922607421875, 45.20719857986464]",1
T360,"[121.10504150390625, 37.692514355327425, 121.1077880859375, 37.6946877032359]",1
T361,"[108.21807861328125, 29.84540862642843, 108.2208251953125, 29.847790904477115]",0
T362,"[101.20330810546875, 27.591066424185076, 101.2060546875, 27.59350062636446]",1
T363,"[95.59478759765625, 40.93011520598305, 95.5975341796875, 40.93219024146562]",1
T364,"[103.9251708984375, 27.22044113007616, 103.92791748046875, 27.222883510268804]",1
T365,"[103.91693115234375, 25.495347417365974, 103.919677734375, 25.49782651232102]",1
T366,"[105.65826416015625, 31.95682301589721, 105.6610107421875, 31.959153316146665]",0
T367,"[116.16119384765625, 43.52664646047306, 116.1639404296875, 43.52863784832999]",1
T368,"[96.7950439453125, 40.5951851158199, 96.79779052734375, 40.59727063442025]",1
T369,"[123.90655517578125, 44.14476875978378, 123.9093017578125, 44.146739625584985]",1
T370,"[117.59765625, 42.53284428171312, 117.60040283203125, 42.53486817758701]",1
T371,"[124.716796875, 46.19694327530827, 124.71954345703125, 46.19884437618253]",1
T372,"[120.8990478515625, 32.826519127839546, 120.90179443359375, 32.828827094089085]",1
T373,"[116.444091796875, 37.06394430056684, 116.44683837890625, 37.06613594074314]",1
T374,"[116.0650634765625, 29.52567042617583, 116.06781005859375, 29.528060295064257]",1
T375,"[95.61126708984375, 40.6306300839918, 95.614013671875, 40.632714496550626]",1
T376,"[118.03985595703125, 32.0849016635483, 118.0426025390625, 32.08722870829663]",1
T377,"[101.2939453125, 25.577130520235205, 101.29669189453125, 25.579607925105687]",1
T378,"[121.6461181640625, 39.84228602074339, 121.64886474609375, 39.84439484396461]",1
T379,"[97.40478515625, 37.04202441635082, 97.40753173828125, 37.044216689679715]",1
T380,"[105.8203125, 36.450008444470825, 105.82305908203125, 36.45221769643571]",1
T381,"[123.2666015625, 42.85583308674894, 123.26934814453125, 42.85784648372955]",0
T382,"[105.75439453125, 38.19286295796692, 105.75714111328125, 38.19502155795573]",1
T383,"[121.13800048828125, 37.02886944696474, 121.1407470703125, 37.03106210011893]",1
T384,"[110.1434326171875, 26.16776399795338, 110.14617919921875, 26.170229047478475]",1
T385,"[112.58514404296875, 41.104190944576466, 112.587890625, 41.106260503564485]",1
T386,"[111.7034912109375, 30.694611546632284, 111.70623779296875, 30.696973304399854]",1
T387,"[112.1978759765625, 39.947647823922495, 112.20062255859375, 39.94975340768179]",1
T388,"[106.907958984375, 26.374646153883504, 106.91070556640625, 26.37710681367005]",1
T389,"[115.279541015625, 35.42262976362147, 115.28228759765625, 35.42486791930557]",0
T390,"[112.77740478515625, 21.588489047779042, 112.7801513671875, 21.591042935724225]",1
T391,"[111.654052734375, 23.36494997255115, 111.65679931640625, 23.36747130375967]",0
T392,"[96.96533203125, 40.611867443030064, 96.96807861328125, 40.613952441166596]",1
T393,"[103.11767578125, 27.130035441479347, 103.12042236328125, 27.13247980102288]",1
T394,"[111.54144287109375, 25.132852490910697, 111.544189453125, 25.135339016130985]",1
T395,"[117.081298828125, 23.430488993882964, 117.08404541015625, 23.433009077420355]",1
T396,"[88.692626953125, 43.05484087957651, 88.69537353515625, 43.05684777584546]",1
T397,"[129.75677490234375, 46.067514101070515, 129.759521484375, 46.06941967496853]",1
T398,"[122.222900390625, 44.85781578061525, 122.22564697265625, 44.859762688042736]",1
T399,"[114.33197021484375, 26.086388149394864, 114.334716796875, 26.088854916793608]",1
T400,"[114.98016357421875, 35.9579997862207, 114.98291015625, 35.96022296929668]",1
T401,"[102.56561279296875, 27.97014654331592, 102.568359375, 27.972572275562516]",1
T402,"[115.07354736328125, 33.74718044814985, 115.0762939453125, 33.74946419232577]",1
T403,"[117.09228515625, 23.415367484022415, 117.09503173828125, 23.417887855721773]",1
T404,"[100.11016845703125, 26.649913524725033, 100.1129150390625, 26.652368294008866]",1
T405,"[103.1781005859375, 28.22697003891833, 103.18084716796875, 28.229389972499913]",1
T406,"[116.34246826171875, 42.25698360376745, 116.34521484375, 42.25901641570576]",1
T407,"[116.092529296875, 41.42831257152292, 116.09527587890625, 41.4303718826528]",1
T408,"[106.28997802734375, 41.57847058443443, 106.292724609375, 41.58052512561384]",0
T409,"[102.886962890625, 24.30955636323522, 102.88970947265625, 24.312059393849218]",1
T410,"[109.6270751953125, 41.7631174470059, 109.62982177734375, 41.76516610331407]",1
T411,"[116.03759765625, 36.905979885192956, 116.04034423828125, 36.90817608096905]",0
T412,"[103.21929931640625, 28.268101445445314, 103.2220458984375, 28.270520445825408]",1
T413,"[123.55224609375, 39.78954439311164, 123.55499267578125, 39.79165483525342]",1
T414,"[121.9427490234375, 41.75697108561416, 121.94549560546875, 41.7590199381554]",1
T415,"[110.8685302734375, 41.246837465376224, 110.87127685546875, 41.24890252240321]",1
T416,"[100.37933349609375, 21.813058268417542, 100.382080078125, 21.81560817566264]",0
T417,"[114.80712890625, 42.47817430242153, 114.80987548828125, 42.48019996901215]",1
T418,"[112.56591796875, 31.8518983458793, 112.56866455078125, 31.854231304426357]",1
T419,"[124.398193359375, 45.286481972782816, 124.40093994140625, 45.288414331673465]",1
T420,"[112.2418212890625, 33.282323920510336, 112.24456787109375, 33.28461996888768]",1
T421,"[114.9005126953125, 26.411550546622586, 114.90325927734375, 26.414010419978208]",1
T422,"[119.67132568359375, 33.14215083110535, 119.674072265625, 33.144450560077985]",1
T423,"[116.9384765625, 31.161109117806458, 116.94122314453125, 31.1634593819847]",1
T424,"[96.1907958984375, 40.613952441166596, 96.19354248046875, 40.616037374241856]",1
T425,"[110.98388671875, 25.500305556118672, 110.98663330078125, 25.50278454875534]",1
T426,"[118.49853515625, 37.99832709721296, 118.50128173828125, 38.00049145082288]",1
T427,"[119.17144775390625, 32.72953041348471, 119.1741943359375, 32.731840896865684]",1
T428,"[114.43359375, 31.534067166324203, 114.43634033203125, 31.536408129439618]",1
T429,"[101.86798095703125, 23.541327170505458, 101.8707275390625, 23.543845136505837]",1
T430,"[121.92626953125, 31.566835307893896, 121.92901611328125, 31.5691754490709]",1
T431,"[119.58343505859375, 32.948758637154214, 119.586181640625, 32.951063421523806]",0
T432,"[115.4388427734375, 29.816816857649936, 115.44158935546875, 29.81919981751383]",1
T433,"[117.01812744140625, 42.354484651067445, 117.0208740234375, 42.35651431705788]",1
T434,"[110.5499267578125, 25.522614647623286, 110.55267333984375, 25.52509317964987]",1
T435,"[106.0345458984375, 37.23907530202183, 106.03729248046875, 37.24126187205382]",1
T436,"[103.3428955078125, 26.081454458607535, 103.34564208984375, 26.083921329998343]",1
T437,"[87.77801513671875, 43.600284023536325, 87.78076171875, 43.602272978692746]",1
T438,"[120.926513671875, 32.59773394005743, 120.92926025390625, 32.60004783331759]",1
T439,"[101.84326171875, 26.290952564755834, 101.84600830078125, 26.29341500426578]",1
T440,"[112.31048583984375, 41.9778691117017, 112.313232421875, 41.979910896912344]",0
T441,"[100.118408203125, 36.33725319397005, 100.12115478515625, 36.33946565299957]",1
T442,"[104.10369873046875, 37.02229110771149, 104.1064453125, 37.02448395075964]",1
T443,"[114.873046875, 41.84092039757994, 114.87579345703125, 41.84296656785941]",1
T444,"[122.200927734375, 44.813018740612776, 122.20367431640625, 44.81496716213563]",1
T445,"[120.8770751953125, 37.49011473195045, 120.87982177734375, 37.49229399862877]",1
T446,"[118.87481689453125, 35.99356320483023, 118.8775634765625, 35.99578538642033]",0
T447,"[88.077392578125, 43.55053877556738, 88.08013916015625, 43.55252937447482]",1
T448,"[113.92547607421875, 41.86137915587359, 113.92822265625, 41.86342467181005]",1
T449,"[88.66241455078125, 43.07089421067247, 88.6651611328125, 43.072900581493215]",1
T450,"[118.421630859375, 32.921096538169245, 118.42437744140625, 32.92340204349887]",1
T451,"[123.277587890625, 42.88401467044253, 123.28033447265625, 42.88602714832882]",0
T452,"[113.57940673828125, 41.10005163093045, 113.5821533203125, 41.10212132036491]",1
T453,"[121.2066650390625, 43.97898113341921, 121.20941162109375, 43.980957526084836]",1
T454,"[107.63031005859375, 36.835668247244385, 107.633056640625, 36.837866465399735]",1
T455,"[114.1259765625, 31.676758418795504, 114.12872314453125, 31.67909579713164]",1
T456,"[90.8734130859375, 44.43377984606822, 90.87615966796875, 44.43574103767609]",1
T457,"[121.98394775390625, 37.23907530202183, 121.9866943359375, 37.24126187205382]",1
T458,"[95.7293701171875, 40.65563874006117, 95.73211669921875, 40.65772237175812]",1
T459,"[112.57965087890625, 41.67086022030499, 112.5823974609375, 41.67291181960209]",1
T460,"[121.89056396484375, 41.75492216766298, 121.893310546875, 41.75697108561416]",1
T461,"[96.3665771484375, 36.35052700542764, 96.36932373046875, 36.35273908735874]",1
T462,"[119.23736572265625, 36.120127589781454, 119.2401123046875, 36.12234620030519]",1
T463,"[99.8382568359375, 26.11598592533352, 99.84100341796875, 26.11845206848808]",1
T464,"[121.8328857421875, 40.019201307686764, 121.83563232421875, 40.02130468739708]",0
T465,"[113.68377685546875, 33.14215083110535, 113.6865234375, 33.144450560077985]",1
T466,"[90.63995361328125, 45.032773796059736, 90.6427001953125, 45.03471477868861]",1
T467,"[133.55804443359375, 47.63948497925489, 133.560791015625, 47.64133557512158]",1
T468,"[110.863037109375, 34.18226973974574, 110.86578369140625, 34.184541831417256]",1
T469,"[110.906982421875, 41.19105625669686, 110.90972900390625, 41.193123075718695]",1
T470,"[104.6722412109375, 26.853479438420027, 104.67498779296875, 26.855929815104982]",1
T471,"[118.1524658203125, 42.615770226370906, 118.15521240234375, 42.61779143282346]",1
T472,"[103.08746337890625, 23.73758343093913, 103.0902099609375, 23.740097624402257]",0
T473,"[110.994873046875, 34.320755275237396, 110.99761962890625, 34.323023630488315]",1
T474,"[114.35943603515625, 31.688444722033868, 114.3621826171875, 31.690781806136815]",1
T475,"[107.083740234375, 38.11943249695315, 107.08648681640625, 38.121593271659215]",1
T476,"[114.57916259765625, 42.04929263868684, 114.5819091796875, 42.05133213230168]",1
T477,"[107.7978515625, 29.60928222414313, 107.80059814453125, 29.611670115197384]",0
T478,"[101.2005615234375, 27.542371035269657, 101.20330810546875, 27.54480631775389]",0
T479,"[100.92041015625, 25.386216648026632, 100.92315673828125, 25.38869799035083]",1
T480,"[119.6685791015625, 25.938287074923746, 119.67132568359375, 25.94075695601903]",0
T481,"[113.90625, 34.31394984163214, 113.90899658203125, 34.316218380807406]",1
T482,"[102.3651123046875, 28.185822775955284, 102.36785888671875, 28.188243641850306]",1
T483,"[108.2427978515625, 42.12063594974363, 108.24554443359375, 42.12267315117257]",1
T484,"[96.85821533203125, 40.050745194796285, 96.8609619140625, 40.05284760182397]",0
T485,"[114.3841552734375, 31.672083485607388, 114.38690185546875, 31.674420981619946]",1
T486,"[123.90380859375, 44.15462243076732, 123.90655517578125, 44.156592967556605]",1
T487,"[123.6895751953125, 45.64476821775193, 123.69232177734375, 45.64668833372338]",1
T488,"[115.125732421875, 31.583215062757283, 115.12847900390625, 31.5855547927864]",1
T489,"[120.552978515625, 41.728280282234515, 120.55572509765625, 41.73033005046652]",1
T490,"[82.53204345703125, 45.18203683701588, 82.5347900390625, 45.18397275067564]",1
T491,"[102.74139404296875, 26.468114356372272, 102.744140625, 26.47057302237509]",1
T492,"[119.6630859375, 35.775485962768, 119.66583251953125, 35.777714272050794]",1
T493,"[100.31341552734375, 25.475512816489715, 100.316162109375, 25.477992320574813]",1
T494,"[121.29180908203125, 37.13623498442895, 121.2945556640625, 37.138424534226765]",1
T495,"[107.64404296875, 37.790251927933284, 107.64678955078125, 37.792422407988575]",1
T496,"[110.56915283203125, 25.48047177353121, 110.5718994140625, 25.482951175355314]",1
T497,"[112.73895263671875, 42.817566071581616, 112.74169921875, 42.819580715795915]",1
T498,"[120.377197265625, 33.90461600836232, 120.37994384765625, 33.90689555128868]",1
T499,"[115.784912109375, 23.1049968499888, 115.78765869140625, 23.107523097435966]",1
T500,"[88.51959228515625, 43.2592059294364, 88.5223388671875, 43.26120612479978]",1
T501,"[115.76568603515625, 29.93351504008809, 115.7684326171875, 29.935895213372437]",1
T502,"[121.58294677734375, 42.35042512243458, 121.585693359375, 42.3524549195262]",1
T503,"[110.51422119140625, 26.130782003547665, 110.5169677734375, 26.133247834392666]",1
T504,"[126.4141845703125, 50.113533431099704, 126.41693115234375, 50.115294694991064]",1
T505,"[105.5181884765625, 38.01996775874275, 105.52093505859375, 38.022131473537435]",1
T506,"[94.89715576171875, 42.06152861812261, 94.89990234375, 42.06356771883277]",1
T507,"[112.84881591796875, 25.510221219663617, 112.8515625, 25.512700007620516]",1
T508,"[112.15118408203125, 39.55700068337127, 112.1539306640625, 39.55911824217184]",1
T509,"[96.7181396484375, 40.69938133866613, 96.72088623046875, 40.701463603604594]",1
T510,"[110.84930419921875, 29.22409616568543, 110.85205078125, 29.22649312599092]",1
T511,"[121.44012451171875, 32.263910555201306, 121.44287109375, 32.26623303042525]",1
T512,"[112.31597900390625, 38.44928681715354, 112.3187255859375, 38.45143779510689]",1
T513,"[112.8350830078125, 25.52013606440348, 112.83782958984375, 25.522614647623286]",1
T514,"[120.38818359375, 46.14178273759233, 120.39093017578125, 46.143685745981585]",1
T515,"[124.56024169921875, 46.13987966342405, 124.56298828125, 46.14178273759233]",0
T516,"[119.5806884765625, 35.940212068887455, 119.58343505859375, 35.94243575255425]",1
T517,"[103.23577880859375, 23.354864168418853, 103.238525390625, 23.357385691338717]",1
T518,"[110.2093505859375, 20.57622471030164, 110.21209716796875, 20.578796053718683]",1
T519,"[123.409423828125, 45.585211978093994, 123.41217041015625, 45.58713413436409]",0
T520,"[109.8797607421875, 41.6298145037586, 109.88250732421875, 41.63186741069748]",1
T521,"[94.6307373046875, 43.69567969789881, 94.63348388671875, 43.69766549666678]",1
T522,"[118.927001953125, 35.97356075349623, 118.92974853515625, 35.97578349847198]",1
T523,"[88.56353759765625, 43.26120612479978, 88.5662841796875, 43.26320625445308]",1
T524,"[100.206298828125, 25.530050090109018, 100.20904541015625, 25.53252846853443]",1
T525,"[110.06378173828125, 41.67291181960209, 110.0665283203125, 41.67496335351134]",1
T526,"[124.93927001953125, 46.71350244599995, 124.9420166015625, 46.71538559839362]",0
T527,"[115.806884765625, 41.2674850985213, 115.80963134765625, 41.26954950284258]",1
T528,"[114.4720458984375, 41.106260503564485, 114.47479248046875, 41.10832999732831]",1
T529,"[120.90179443359375, 32.780347210663074, 120.904541015625, 32.782656376029635]",1
T530,"[121.18743896484375, 37.5053682633981, 121.190185546875, 37.50754708496412]",0
T531,"[88.2806396484375, 43.484812128916026, 88.28338623046875, 43.48680489735276]",1
T532,"[100.43701171875, 25.58703983205006, 100.43975830078125, 25.589517031797257]",1
T533,"[110.38238525390625, 20.82030827119847, 110.3851318359375, 20.822875478868436]",1
T534,"[124.52178955078125, 46.63435070293566, 124.5245361328125, 46.636236615519636]",1
T535,"[112.34619140625, 26.16283374256993, 112.34893798828125, 26.16529889631604]",1
T536,"[100.89019775390625, 25.100523057465224, 100.8929443359375, 25.103010240530722]",1
T537,"[102.9473876953125, 25.11793227658334, 102.95013427734375, 25.120419105501252]",0
T538,"[101.25823974609375, 27.53993569880378, 101.260986328125, 27.542371035269657]",1
T539,"[121.39892578125, 40.95708558389897, 121.40167236328125, 40.9591597721349]",1
T540,"[94.83673095703125, 42.44778143462244, 94.8394775390625, 42.44980808481614]",1
T541,"[101.6949462890625, 25.49286827125712, 101.69769287109375, 25.495347417365974]",1
T542,"[121.50054931640625, 40.975750931575355, 121.5032958984375, 40.977824533189505]",1
T543,"[115.10101318359375, 34.92647493584644, 115.103759765625, 34.928726792983845]",1
T544,"[117.57568359375, 42.58746644784858, 117.57843017578125, 42.58948857271423]",1
T545,"[118.7457275390625, 36.204390701588714, 118.74847412109375, 36.20660692859011]",1
T546,"[123.75274658203125, 44.90452338960932, 123.7554931640625, 44.906468717098825]",1
T547,"[122.94525146484375, 45.83262678266155, 122.947998046875, 45.834540449326326]",1
T548,"[109.9237060546875, 41.572306568724365, 109.92645263671875, 41.57436130598913]",1
T549,"[115.44158935546875, 26.588527147308625, 115.4443359375, 26.590983235125595]",0
T550,"[124.617919921875, 46.5834062186124, 124.62066650390625, 46.585293905836004]",1
T551,"[105.8367919921875, 26.50990453141392, 105.83953857421875, 26.51236230386751]",1
T552,"[121.61041259765625, 31.442723849469104, 121.6131591796875, 31.445067099748265]",1
T553,"[101.40655517578125, 25.331614221401043, 101.4093017578125, 25.334096684794456]",1
T554,"[100.93414306640625, 27.208228425855918, 100.9368896484375, 27.210671073790017]",1
T555,"[109.72869873046875, 21.935402504050302, 109.7314453125, 21.93795022614193]",1
T556,"[129.7979736328125, 44.298298678725885, 129.80072021484375, 44.30026441158151]",1
T557,"[100.1788330078125, 25.535006795752302, 100.18157958984375, 25.53748507175904]",1
T558,"[100.21728515625, 25.527571660479637, 100.22003173828125, 25.530050090109018]",1
T559,"[119.11376953125, 37.204081555898505, 119.11651611328125, 37.206269140654406]",1
T560,"[103.19183349609375, 28.256005619824975, 103.194580078125, 28.258424894768144]",1
T561,"[126.5020751953125, 50.219094620447464, 126.50482177734375, 50.22085199853942]",1
T562,"[111.05255126953125, 21.851302105589674, 111.0552978515625, 21.853851331021772]",1
T563,"[120.5584716796875, 33.42456461884057, 120.56121826171875, 33.426856918285004]",1
T564,"[112.708740234375, 40.772221877329024, 112.71148681640625, 40.77430186363721]",1
T565,"[124.56573486328125, 46.25394769073574, 124.5684814453125, 46.25584681848032]",1
T566,"[113.61236572265625, 41.812267143599804, 113.6151123046875, 41.814314229872515]",0
T567,"[105.58685302734375, 37.27842385645371, 105.589599609375, 37.28060928450999]",1
T568,"[111.33819580078125, 34.80478291957242, 111.3409423828125, 34.80703811152161]",1
T569,"[115.55145263671875, 41.957447659082824, 115.55419921875, 41.959490098924654]",1
T570,"[117.70751953125, 36.54274283354782, 117.71026611328125, 36.54494944148322]",1
T571,"[112.78839111328125, 21.598704329244896, 112.7911376953125, 21.601258036965895]",1
T572,"[122.080078125, 42.900112655253274, 122.08282470703125, 42.902124607912754]",1
T573,"[111.46453857421875, 38.34165619279593, 111.46728515625, 38.343810375256055]",1
T574,"[116.9219970703125, 42.187829010590825, 116.92474365234375, 42.1898640502888]",0
T575,"[122.772216796875, 44.93369638969468, 122.77496337890625, 44.935640729718365]",1
T576,"[106.9464111328125, 28.531448576319242, 106.94915771484375, 28.53386157228114]",1
T577,"[112.6043701171875, 31.653381399663985, 112.60711669921875, 31.6557193662858]",1
T578,"[131.9677734375, 45.460130637921, 131.97052001953125, 45.46205707250824]",1
T579,"[110.93719482421875, 41.20758898181024, 110.93994140625, 41.209655278807034]",0
T580,"[115.7464599609375, 22.885031848357865, 115.74920654296875, 22.88756221517449]",1
T581,"[87.16278076171875, 47.53203824675998, 87.16552734375, 47.53389264528654]",1
T582,"[122.860107421875, 42.547010175473815, 122.86285400390625, 42.549033612225145]",1
T583,"[118.50677490234375, 32.69948868085267, 118.509521484375, 32.701799942559006]",0
T584,"[102.94189453125, 25.599425317852933, 102.94464111328125, 25.601902261115736]",1
T585,"[122.1405029296875, 44.785733927165914, 122.14324951171875, 44.78768327030475]",1
T586,"[118.531494140625, 26.029638154882, 118.53424072265625, 26.03210611734895]",1
T587,"[114.74945068359375, 35.0502352513963, 114.752197265625, 35.05248370662468]",1
T588,"[121.146240234375, 41.29225364215946, 121.14898681640625, 41.294317263152564]",1
T589,"[110.126953125, 26.11105348290953, 110.12969970703125, 26.113519730139508]",1
T590,"[107.28424072265625, 26.16283374256993, 107.2869873046875, 26.16529889631604]",1
T591,"[114.22210693359375, 41.94519164538105, 114.224853515625, 41.94723447797776]",1
T592,"[101.28021240234375, 25.582085278700706, 101.282958984375, 25.584562581016687]",1
T593,"[114.8126220703125, 41.09177222097664, 114.81536865234375, 41.0938421712962]",1
T594,"[109.98687744140625, 41.66265316924903, 109.9896240234375, 41.664705030092065]",1
T595,"[100.22552490234375, 25.530050090109018, 100.228271484375, 25.53252846853443]",1
T596,"[115.71075439453125, 42.37883631647602, 115.7135009765625, 42.38086519582322]",1
T597,"[113.2855224609375, 23.37755614917645, 113.28826904296875, 23.380077240656455]",0
T598,"[103.853759765625, 24.47465024901041, 103.85650634765625, 24.477150011148673]",1
T599,"[122.54150390625, 42.80547682786029, 122.54425048828125, 42.807491865911544]",0
T600,"[86.73980712890625, 47.83159592699297, 86.7425537109375, 47.83343970762759]",1
T601,"[118.10577392578125, 33.28461996888768, 118.1085205078125, 33.286915956862074]",1
T602,"[117.94921875, 32.20815332547326, 117.95196533203125, 32.21047722643383]",1
T603,"[101.2115478515625, 27.542371035269657, 101.21429443359375, 27.54480631775389]",1
T604,"[111.676025390625, 34.68968634758936, 111.67877197265625, 34.69194468425018]",0
T605,"[119.0423583984375, 32.39619671866135, 119.04510498046875, 32.398515802474016]",1
T606,"[124.63165283203125, 46.918379324151566, 124.6343994140625, 46.92025531537452]",1
T607,"[119.94873046875, 34.29126107845569, 119.95147705078125, 34.29353023058857]",1
T608,"[129.451904296875, 46.155102414967125, 129.45465087890625, 46.15700496290803]",1
T609,"[115.61737060546875, 35.42039154575077, 115.6201171875, 35.42262976362147]",1
T610,"[112.55218505859375, 41.68727118379142, 112.554931640625, 41.68932225997043]",1
T611,"[113.1866455078125, 40.153686857794035, 113.18939208984375, 40.15578608609648]",1
T612,"[114.2138671875, 31.449753424508003, 114.21661376953125, 31.452096498983657]",1
T613,"[129.04266357421875, 45.93013988599454, 129.04541015625, 45.9320501968563]",1
T614,"[103.8922119140625, 27.1447007971196, 103.89495849609375, 27.147144835991803]",1
T615,"[116.8231201171875, 32.96949953291243, 116.82586669921875, 32.97180377635759]",1
T616,"[110.5389404296875, 25.52013606440348, 110.54168701171875, 25.522614647623286]",1
T617,"[114.246826171875, 35.39352808136066, 114.24957275390625, 35.395767045339035]",1
T618,"[102.65350341796875, 26.735799020431667, 102.65625, 26.738251940231194]",1
T619,"[96.38031005859375, 36.33282808737918, 96.383056640625, 36.33504067209607]",1
T620,"[117.79266357421875, 37.56417412088097, 117.79541015625, 37.566351224992246]",1
T621,"[103.8372802734375, 25.103010240530722, 103.84002685546875, 25.105497373014675]",1
T622,"[120.34698486328125, 37.151560502236656, 120.3497314453125, 37.15374960842943]",1
T623,"[105.18310546875, 26.721080390861722, 105.18585205078125, 26.723533628008116]",1
T624,"[111.4508056640625, 37.32648861334206, 111.45355224609375, 37.32867264506217]",1
T625,"[112.862548828125, 25.507742380531393, 112.86529541015625, 25.510221219663617]",1
T626,"[119.58343505859375, 35.8534396195918, 119.586181640625, 35.855665742178594]",1
T627,"[122.7777099609375, 42.5854442573849, 122.78045654296875, 42.58746644784858]",1
T628,"[121.01165771484375, 37.60117623656667, 121.014404296875, 37.603352258836885]",1
T629,"[94.833984375, 42.50855241552863, 94.83673095703125, 42.5105770984241]",1
T630,"[108.31695556640625, 41.90432124806033, 108.3197021484375, 41.90636538970962]",1
T631,"[101.6949462890625, 25.411027775872228, 101.69769287109375, 25.41350860804228]",1
T632,"[121.59942626953125, 42.33012354634197, 121.6021728515625, 42.33215399891371]",1
T633,"[121.20941162109375, 41.283998505385945, 121.212158203125, 41.28606238749825]",1
T634,"[121.76422119140625, 41.95131994679697, 121.7669677734375, 41.953362583018475]",1
T635,"[86.73980712890625, 47.81684332352077, 86.7425537109375, 47.818687628247105]",1
T636,"[116.04583740234375, 23.00390802663065, 116.048583984375, 23.006436171834554]",1
T637,"[103.90869140625, 23.986252599841798, 103.91143798828125, 23.988761970899684]",1
T638,"[105.61431884765625, 37.19314268101435, 105.6170654296875, 37.195330582800636]",0
T639,"[90.92559814453125, 44.51609322284931, 90.9283447265625, 44.51805165000558]",1
T640,"[114.114990234375, 35.78217070326606, 114.11773681640625, 35.78439882519529]",1
T641,"[112.96142578125, 34.98050244536519, 112.96417236328125, 34.98275281869194]",1
T642,"[102.491455078125, 26.966141794817027, 102.49420166015625, 26.968589727144394]",0
T643,"[118.57269287109375, 32.690243035492266, 118.575439453125, 32.69255453660821]",1
T644,"[101.20330810546875, 27.54967672076461, 101.2060546875, 27.552111841284695]",1
T645,"[121.77520751953125, 41.963574782225166, 121.7779541015625, 41.965617025682846]",0
T646,"[107.34466552734375, 37.204081555898505, 107.347412109375, 37.206269140654406]",1
T647,"[100.90118408203125, 25.49286827125712, 100.9039306640625, 25.495347417365974]",1
T648,"[113.302001953125, 35.020999701114675, 113.30474853515625, 35.02324896091337]",1
T649,"[122.1405029296875, 41.869560826994544, 122.14324951171875, 41.871606081179394]",0
T650,"[101.87896728515625, 26.256472923285344, 101.8817138671875, 26.258936094468403]",1
T651,"[82.52655029296875, 45.15880073835211, 82.529296875, 45.16073744197348]",1
T652,"[125.474853515625, 46.756798326042514, 125.47760009765625, 46.758679967095574]",1
T653,"[122.7667236328125, 42.44980808481614, 122.76947021484375, 42.45183466943919]",1
T654,"[102.26898193359375, 28.222130007158547, 102.271728515625, 28.22455005047019]",1
T655,"[107.93243408203125, 37.448696585910376, 107.9351806640625, 37.45087706042972]",1
T656,"[114.4940185546875, 24.921313186123925, 114.49676513671875, 24.923804001418247]",1
T657,"[110.93719482421875, 41.193123075718695, 110.93994140625, 41.19518982948958]",1
T658,"[122.991943359375, 45.863237552964364, 122.99468994140625, 45.86515016679056]",1
T659,"[119.70428466796875, 35.88905007936092, 119.70703125, 35.891275201659134]",1
